DATEPRD,ON_STREAM_HRS,BORE_WI_VOL,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE
2009-07-30,24.0,8339.727708958333,,,0.0
2009-07-31,24.0,8354.487701458333,,,0.0
2009-08-01,24.0,6081.0,,,0.0
2009-08-02,24.0,7352.84619375,,,0.0
2009-08-03,24.0,4555.61492125,,,0.0
2009-08-04,24.0,4019.0,,,0.0
2009-08-05,24.0,4346.15,,,0.0
2009-08-06,24.0,4473.9,,,0.0
2009-08-07,22.90833,4742.0,,,0.0
2009-08-08,8.25834,1246.0,,,0.0
2009-08-09,24.0,4397.0,,,0.0
2009-08-10,24.0,5434.0,,,0.0
2009-08-11,24.0,5355.0,,,0.0
2009-08-12,24.0,5491.846404375,,,0.0
2009-08-13,24.0,5040.0,,,0.0
2009-08-14,24.0,4016.0,,,0.0
2009-08-15,24.0,6192.0,,,0.0
2009-08-16,24.0,7707.0,,,0.0
2009-08-17,24.0,8073.0,,,0.0
2009-08-18,24.0,8337.0,,,0.0
2009-08-19,24.0,8266.0,,,0.0
2009-08-20,24.0,8254.0,,,0.0
2009-08-21,24.0,8213.0,,,0.0
2009-08-22,24.0,6801.0,,,0.0
2009-08-23,24.0,7954.0,,,0.0
2009-08-24,24.0,8207.0,,,0.0
2009-08-25,24.0,7610.0,,,0.0
2009-08-26,13.99166,3781.0,,,0.0
2009-08-27,22.17501,6830.0,,,0.0
2009-08-28,24.0,7608.0,,,0.0
2009-08-29,24.0,8301.0,,,0.0
2009-08-30,24.0,8438.0,,,0.0
2009-08-31,13.49166,4802.0,,,0.0
2009-09-01,0.0,,,,0.0
2009-09-02,0.0,,,,0.0
2009-09-03,0.0,,,,0.0
2009-09-04,0.0,,,,0.0
2009-09-05,19.34167,6403.6,,,0.0
2009-09-06,24.0,6803.7,,,0.0
2009-09-07,24.0,7108.7,,,0.0
2009-09-08,24.0,7701.462539791667,,,0.0
2009-09-09,24.0,7845.2,,,0.0
2009-09-10,24.0,7521.0,,,0.0
2009-09-11,24.0,5779.501488464584,,,0.0
2009-09-12,24.0,7625.0,,,0.0
2009-09-13,24.0,8525.993069583334,,,0.0
2009-09-14,24.0,8071.099989583333,,,0.0
2009-09-15,23.5,8379.3,,,0.0
2009-09-16,24.0,8000.0,,,0.0
2009-09-17,24.0,7283.0,,,0.0
2009-09-18,24.0,8000.0,,,0.0
2009-09-19,24.0,7776.92459125,,,0.0
2009-09-20,24.0,7937.5401614583325,,,0.0
2009-09-21,24.0,7842.3,,,0.0
2009-09-22,24.0,8007.0,,,0.0
2009-09-23,24.0,7995.0,,,0.0
2009-09-24,24.0,7937.0,,,0.0
2009-09-25,24.0,7839.0,,,0.0
2009-09-26,10.825,3403.0,,,0.0
2009-09-27,0.0,,,,0.0
2009-09-28,0.0,,,,0.0
2009-09-29,0.0,,,,0.0
2009-09-30,0.0,,,,0.0
2009-10-01,12.31852,2811.0,,,0.0
2009-10-02,24.0,7153.677153958332,,,0.0
2009-10-03,24.0,7467.0,,,0.0
2009-10-04,24.0,7426.12265,,,0.0
2009-10-05,23.16,7105.0,,,0.0
2009-10-06,24.0,5614.679416666667,,,0.0
2009-10-07,24.0,7226.188232916666,,,0.0
2009-10-08,24.0,6457.936843541665,,,0.0
2009-10-09,24.0,5541.1709214583325,,,0.0
2009-10-10,24.0,5540.2119827083325,,,0.0
2009-10-11,24.0,5659.508826041666,,,0.0
2009-10-12,24.0,5043.534850833334,,,0.0
2009-10-13,19.66666,4375.835348292683,,,0.0
2009-10-14,24.0,4119.928092708334,,,0.0
2009-10-15,18.33334,5028.154511315789,,,0.0
2009-10-16,24.0,6560.304504583332,,,0.0
2009-10-17,6.15833,1669.0,,,0.0
2009-10-18,21.34167,5971.0,,,0.0
2009-10-19,17.33334,4571.0,,,0.0
2009-10-20,24.0,6499.027142083332,,,0.0
2009-10-21,19.83333,6561.44775097561,,,0.0
2009-10-22,24.0,6464.0841975,,,0.0
2009-10-23,24.0,5813.678078541667,,,0.0
2009-10-24,19.58334,5486.726497317073,,,0.0
2009-10-25,23.83333,6067.688183877552,,,0.0
2009-10-26,24.0,6785.476684375,,,0.0
2009-10-27,24.0,6852.247040625,,,0.0
2009-10-28,24.0,6674.452453333332,,,0.0
2009-10-29,22.16667,6291.0,,,0.0
2009-10-30,24.0,6729.2557525,,,0.0
2009-10-31,24.0,6538.390427083334,,,0.0
2009-11-01,24.0,6896.086074166667,,,0.0
2009-11-02,24.0,6948.349487083334,,,0.0
2009-11-03,24.0,6906.0,,,0.0
2009-11-04,21.16666,4630.0,,,0.0
2009-11-05,24.0,6678.0,,,0.0
2009-11-06,24.0,6869.0,,,0.0
2009-11-07,24.0,7000.0,,,0.0
2009-11-08,24.0,6898.0,,,0.0
2009-11-09,22.0,6002.0,,,0.0
2009-11-10,24.0,6620.796020416667,,,0.0
2009-11-11,24.0,6834.259124583334,,,0.0
2009-11-12,24.0,6851.83920375,,,0.0
2009-11-13,24.0,7312.2605745833325,,,0.0
2009-11-14,24.0,6968.0,,,0.0
2009-11-15,24.0,7236.5,,,0.0
2009-11-16,24.0,6993.0,,,0.0
2009-11-17,24.0,6778.77826,,,0.0
2009-11-18,24.0,6993.0,,,0.0
2009-11-19,24.0,6811.0,,,0.0
2009-11-20,21.5,5945.0,,,0.0
2009-11-21,24.0,6705.0,,,0.0
2009-11-22,24.0,6516.0,,,0.0
2009-11-23,21.58333,5407.0,,,0.0
2009-11-24,20.5,6194.7611692857145,,,0.0
2009-11-25,24.0,6645.696578958334,,,0.0
2009-11-26,24.0,8022.376923541666,,,0.0
2009-11-27,24.0,7776.0,,,0.0
2009-11-28,24.0,7560.024140208335,,,0.0
2009-11-29,23.5,7268.619868541666,,,0.0
2009-11-30,24.0,7607.0,,,0.0
2009-12-01,24.0,7612.851760208333,,,0.0
2009-12-02,24.0,7789.600234583333,,,0.0
2009-12-03,24.0,7476.1543125,,,0.0
2009-12-04,24.0,7758.528518333333,,,0.0
2009-12-05,24.0,7796.722442708335,,,0.0
2009-12-06,24.0,8137.586257916667,,,0.0
2009-12-07,24.0,8129.841095,,,0.0
2009-12-08,24.0,8218.591370416667,,,0.0
2009-12-09,24.0,8203.745757916668,,,0.0
2009-12-10,24.0,8129.720779791665,,,0.0
2009-12-11,24.0,8066.094756458333,,,0.0
2009-12-12,24.0,8014.316482708333,,,0.0
2009-12-13,24.0,7964.825393541667,,,0.0
2009-12-14,24.0,7891.849426666666,,,0.0
2009-12-15,24.0,7855.972778541665,,,0.0
2009-12-16,24.0,7667.281112916666,,,0.0
2009-12-17,23.0,6929.6373885106395,,,0.0
2009-12-18,20.5,3162.323067619048,,,0.0
2009-12-19,24.0,2744.86958375,,,0.0
2009-12-20,24.0,4387.3046654166665,,,0.0
2009-12-21,24.0,5019.611419166667,,,0.0
2009-12-22,24.0,7223.0,,,0.0
2009-12-23,24.0,7153.124969166665,,,0.0
2009-12-24,24.0,7165.0,,,0.0
2009-12-25,24.0,6213.05357375,,,0.0
2009-12-26,24.0,6922.0,,,0.0
2009-12-27,24.0,6965.0,,,0.0
2009-12-28,24.0,7235.0,,,0.0
2009-12-29,24.0,7220.733703541666,,,0.0
2009-12-30,24.0,7182.5520166666665,,,0.0
2009-12-31,24.0,7292.343841875,,,0.0
2010-01-01,24.0,7012.8165277083335,,,0.0
2010-01-02,24.0,6667.445525416666,,,0.0
2010-01-03,24.0,6536.6949075,,,0.0
2010-01-04,24.0,6401.98811375,,,0.0
2010-01-05,24.0,6442.839233125,,,0.0
2010-01-06,24.0,6476.063873125,,,0.0
2010-01-07,24.0,6354.6997072916665,,,0.0
2010-01-08,24.0,6531.044937708333,,,0.0
2010-01-09,17.16667,4223.0,,,0.0
2010-01-10,24.0,6844.346786458334,,,0.0
2010-01-11,24.0,6933.488143958333,,,0.0
2010-01-12,24.0,7281.046249583333,,,0.0
2010-01-13,24.0,8022.0166164583325,,,0.0
2010-01-14,24.0,8091.810181041666,,,0.0
2010-01-15,24.0,8237.797301875,,,0.0
2010-01-16,24.0,8103.878143541667,,,0.0
2010-01-17,24.0,8045.497497708333,,,0.0
2010-01-18,24.0,7102.549103125,,,0.0
2010-01-19,24.0,6883.0,,,0.0
2010-01-20,24.0,7068.0,,,0.0
2010-01-21,24.0,7252.09704625,,,0.0
2010-01-22,24.0,6940.756316875,,,0.0
2010-01-23,24.0,6743.378730625,,,0.0
2010-01-24,24.0,6959.377090208332,,,0.0
2010-01-25,24.0,7115.090881041667,,,0.0
2010-01-26,22.0,6535.929596888889,,,0.0
2010-01-27,24.0,8227.495651458334,,,0.0
2010-01-28,24.0,8277.125366458333,,,0.0
2010-01-29,24.0,8422.260772291667,,,0.0
2010-01-30,24.0,8472.120011041665,,,0.0
2010-01-31,24.0,8473.304000833334,,,0.0
2010-02-01,24.0,8495.078583125,,,0.0
2010-02-02,24.0,8330.221885625,,,0.0
2010-02-03,24.0,7797.9,,,0.0
2010-02-04,24.0,7857.913002291667,,,0.0
2010-02-05,24.0,8075.043792708333,,,0.0
2010-02-06,24.0,8108.769683958333,,,0.0
2010-02-07,24.0,7885.198455416666,,,0.0
2010-02-08,24.0,7874.119553125,,,0.0
2010-02-09,24.0,7450.0,,,0.0
2010-02-10,24.0,7281.83746375,,,0.0
2010-02-11,24.0,7315.8996966666655,,,0.0
2010-02-12,24.0,6996.4531789583325,,,0.0
2010-02-13,24.0,4672.621940416667,,,0.0
2010-02-14,13.59167,4175.133989642857,,,0.0
2010-02-15,11.075,3139.0,,,0.0
2010-02-16,24.0,7916.7413029166655,,,0.0
2010-02-17,24.0,7754.646422916666,,,0.0
2010-02-18,19.83334,7137.4985041463415,,,0.0
2010-02-19,24.0,7265.0749975,,,0.0
2010-02-20,24.0,7364.4074554166655,,,0.0
2010-02-21,24.0,7025.5588535416655,,,0.0
2010-02-22,24.0,6850.5047608333325,,,0.0
2010-02-23,20.33333,5444.0,,,0.0
2010-02-24,24.0,7407.959365833332,,,0.0
2010-02-25,18.5,7118.836331025641,,,0.0
2010-02-26,14.35833,4765.344764482758,,,0.0
2010-02-27,18.475,4279.977350263158,,,0.0
2010-02-28,0.0,0.0,,,0.0
2010-03-01,0.0,,,,0.0
2010-03-02,0.0,,,,0.0
2010-03-03,23.15834,6470.461818510638,,,0.0
2010-03-04,24.0,7446.393997291667,,,0.0
2010-03-05,24.0,7493.652938125,,,0.0
2010-03-06,21.825,5655.466728409091,,,0.0
2010-03-07,0.0,,,,0.0
2010-03-08,0.0,,,,0.0
2010-03-09,11.425,1444.0,,,0.0
2010-03-10,24.0,3289.9916379166666,,,0.0
2010-03-11,23.5,2923.4723995833333,,,0.0
2010-03-12,15.5,2500.0,,,0.0
2010-03-13,24.0,7567.68670625,,,0.0
2010-03-14,24.0,7684.651427708332,,,0.0
2010-03-15,24.0,7747.996703541666,,,0.0
2010-03-16,24.0,7766.45021,,,0.0
2010-03-17,24.0,5841.650116666667,,,0.0
2010-03-18,24.0,4097.930366875,,,0.0
2010-03-19,24.0,3979.8627925,,,0.0
2010-03-20,24.0,3921.3559489583336,,,0.0
2010-03-21,24.0,3892.565125,,,0.0
2010-03-22,24.0,3888.603600208333,,,0.0
2010-03-23,24.0,6601.239601041666,,,0.0
2010-03-24,24.0,8965.727233958334,,,0.0
2010-03-25,24.0,9021.485824583333,,,0.0
2010-03-26,24.0,8816.89082375,,,0.0
2010-03-27,24.0,8714.537796458333,,,0.0
2010-03-28,23.0,7932.67828673913,,,0.0
2010-03-29,24.0,8366.993255625,,,0.0
2010-03-30,24.0,8423.084290208333,,,0.0
2010-03-31,24.0,8484.221481041666,,,0.0
2010-04-01,12.00001,2489.0,,,0.0
2010-04-02,24.0,8084.164183958333,,,0.0
2010-04-03,22.66667,7764.06673787234,,,0.0
2010-04-04,24.0,8140.51374875,,,0.0
2010-04-05,24.0,8125.0,,,0.0
2010-04-06,24.0,8271.584961041666,,,0.0
2010-04-07,24.0,8011.110580833333,,,0.0
2010-04-08,24.0,8043.895660833333,,,0.0
2010-04-09,24.0,5354.212104791667,,,0.0
2010-04-10,22.94167,3924.8969823404254,,,0.0
2010-04-11,20.725,4594.7903653488365,,,0.0
2010-04-12,24.0,6659.049499583332,,,0.0
2010-04-13,24.0,8222.998676875,,,0.0
2010-04-14,24.0,8661.77412375,,,0.0
2010-04-15,24.0,8583.500534166667,,,0.0
2010-04-16,24.0,8624.5,,,0.0
2010-04-17,22.16667,8397.113609333333,,,0.0
2010-04-18,24.0,8178.545165208335,,,0.0
2010-04-19,17.66667,6028.0,,,0.0
2010-04-20,19.83333,6769.0,,,0.0
2010-04-21,24.0,7971.547287083333,,,0.0
2010-04-22,4.60833,1476.0,,,0.0
2010-04-23,23.225,8464.0,,,0.0
2010-04-24,24.0,8952.967346458334,,,0.0
2010-04-25,24.0,8901.180846875,,,0.0
2010-04-26,24.0,9034.195572083332,,,0.0
2010-04-27,24.0,8675.207138125,,,0.0
2010-04-28,24.0,8800.892639166666,,,0.0
2010-04-29,24.0,8737.536301041668,,,0.0
2010-04-30,24.0,8691.87313875,,,0.0
2010-05-01,24.0,8817.227996458334,,,0.0
2010-05-02,24.0,7901.947830208333,,,0.0
2010-05-03,24.0,6983.684341041667,,,0.0
2010-05-04,24.0,7307.574189166666,,,0.0
2010-05-05,24.0,7455.518890208333,,,0.0
2010-05-06,24.0,8098.831115625,,,0.0
2010-05-07,24.0,7820.101440833333,,,0.0
2010-05-08,24.0,8064.987441666667,,,0.0
2010-05-09,24.0,8107.306700833333,,,0.0
2010-05-10,24.0,8179.17894,,,0.0
2010-05-11,24.0,8118.070054166666,,,0.0
2010-05-12,24.0,8027.411895625,,,0.0
2010-05-13,24.0,8243.171065833334,,,0.0
2010-05-14,24.0,8744.330001458333,,,0.0
2010-05-15,24.0,8461.0,,,0.0
2010-05-16,24.0,8529.131576875,,,0.0
2010-05-17,24.0,8358.930435,,,0.0
2010-05-18,24.0,8320.926651458334,,,0.0
2010-05-19,24.0,8421.735794375,,,0.0
2010-05-20,24.0,8531.46479833333,,,0.0
2010-05-21,24.0,8533.266448958333,,,0.0
2010-05-22,24.0,8455.742065208335,,,0.0
2010-05-23,24.0,8573.214294583333,,,0.0
2010-05-24,24.0,8676.893265,,,0.0
2010-05-25,24.0,8829.313842916665,,,0.0
2010-05-26,24.0,8300.862624791667,,,0.0
2010-05-27,24.0,8378.377396041667,,,0.0
2010-05-28,24.0,7068.1775404166665,,,0.0
2010-05-29,24.0,7420.162811458333,,,0.0
2010-05-30,24.0,7390.747650833333,,,0.0
2010-05-31,24.0,8407.057312083334,,,0.0
2010-06-01,24.0,8338.642624166665,,,0.0
2010-06-02,24.0,5920.355170625,,,0.0
2010-06-03,24.0,7803.383544791665,,,0.0
2010-06-04,24.0,8137.18808125,,,0.0
2010-06-05,24.0,7963.698440416667,,,0.0
2010-06-06,24.0,7957.899505416665,,,0.0
2010-06-07,24.0,7564.07600375,,,0.0
2010-06-08,24.0,7164.4168235416655,,,0.0
2010-06-09,24.0,6802.486160416665,,,0.0
2010-06-10,24.0,7333.843139583333,,,0.0
2010-06-11,24.0,7012.094025208334,,,0.0
2010-06-12,24.0,6873.681533958334,,,0.0
2010-06-13,24.0,7250.920638958332,,,0.0
2010-06-14,23.0,7014.765380851064,,,0.0
2010-06-15,24.0,7012.879463541667,,,0.0
2010-06-16,24.0,7128.586685625,,,0.0
2010-06-17,24.0,6975.30331375,,,0.0
2010-06-18,24.0,6897.0,,,0.0
2010-06-19,20.66667,5427.0,,,0.0
2010-06-20,24.0,6576.420134791666,,,0.0
2010-06-21,24.0,6555.889678958333,,,0.0
2010-06-22,24.0,7109.413009375,,,0.0
2010-06-23,24.0,7060.4141235416655,,,0.0
2010-06-24,24.0,5656.0,,,0.0
2010-06-25,24.0,7023.0,,,0.0
2010-06-26,24.0,6262.418509583334,,,0.0
2010-06-27,24.0,6929.4183954166665,,,0.0
2010-06-28,24.0,6719.843322708332,,,0.0
2010-06-29,24.0,6874.292480625,,,0.0
2010-06-30,24.0,7018.510422083334,,,0.0
2010-07-01,24.0,6648.109588333334,,,0.0
2010-07-02,24.0,6370.637450416667,,,0.0
2010-07-03,24.0,5390.933464583332,,,0.0
2010-07-04,24.0,6209.7427439583325,,,0.0
2010-07-05,24.0,6400.59794625,,,0.0
2010-07-06,24.0,6313.4561760416655,,,0.0
2010-07-07,24.0,6221.801773333334,,,0.0
2010-07-08,24.0,6714.465148958333,,,0.0
2010-07-09,24.0,6892.428177083333,,,0.0
2010-07-10,23.5,5834.132063125,,,0.0
2010-07-11,24.0,6169.179618541667,,,0.0
2010-07-12,24.0,6483.233718958333,,,0.0
2010-07-13,24.0,6508.222488958333,,,0.0
2010-07-14,24.0,6421.267090208334,,,0.0
2010-07-15,24.0,6299.997986041667,,,0.0
2010-07-16,24.0,6117.369636041667,,,0.0
2010-07-17,24.0,6020.835525833333,,,0.0
2010-07-18,24.0,6493.4524310416655,,,0.0
2010-07-19,24.0,6419.977844375,,,0.0
2010-07-20,24.0,6570.907288125,,,0.0
2010-07-21,24.0,6602.256210625,,,0.0
2010-07-22,24.0,6524.000992291667,,,0.0
2010-07-23,24.0,6505.871231041667,,,0.0
2010-07-24,24.0,6623.388061458333,,,0.0
2010-07-25,24.0,6622.114989791667,,,0.0
2010-07-26,24.0,6552.5376272916665,,,0.0
2010-07-27,24.0,6498.382628958333,,,0.0
2010-07-28,24.0,6424.900894166667,,,0.0
2010-07-29,24.0,6395.220779583334,,,0.0
2010-07-30,24.0,6353.564987083333,,,0.0
2010-07-31,24.0,6438.4095916666665,,,0.0
2010-08-01,24.0,6427.0,,,0.0
2010-08-02,24.0,6374.549133333333,,,0.0
2010-08-03,24.0,6418.197386875,,,0.0
2010-08-04,24.0,6414.625335208333,,,0.0
2010-08-05,21.83333,5703.0,,,0.0
2010-08-06,24.0,6670.504410208333,,,0.0
2010-08-07,22.0,6092.069970444444,,,0.0
2010-08-08,24.0,6436.981567291667,,,0.0
2010-08-09,24.0,6825.608292083333,,,0.0
2010-08-10,24.0,6712.4199372916655,,,0.0
2010-08-11,24.0,6595.8463285416665,,,0.0
2010-08-12,24.0,6522.708511875,,,0.0
2010-08-13,24.0,6447.328217083334,,,0.0
2010-08-14,24.0,6449.01358,,,0.0
2010-08-15,24.0,6279.32919,,,0.0
2010-08-16,1.75833,0.0,,,0.0
2010-08-17,0.0,,,,0.0
2010-08-18,0.0,,,,0.0
2010-08-19,0.0,,,,0.0
2010-08-20,0.0,,,,0.0
2010-08-21,0.0,,,,0.0
2010-08-22,0.0,,,,0.0
2010-08-23,0.0,,,,0.0
2010-08-24,0.0,,,,0.0
2010-08-25,0.0,,,,0.0
2010-08-26,0.0,,,,0.0
2010-08-27,0.0,,,,0.0
2010-08-28,0.0,,,,0.0
2010-08-29,16.34167,4150.801486363636,,,0.0
2010-08-30,24.0,4115.4154510416665,,,0.0
2010-08-31,22.33333,3996.359161304348,,,0.0
2010-09-01,18.33333,3918.546837567568,,,0.0
2010-09-02,24.0,5959.0389866666665,,,0.0
2010-09-03,24.0,5874.927093125,,,0.0
2010-09-04,24.0,5717.426025625,,,0.0
2010-09-05,24.0,5979.497345,,,0.0
2010-09-06,24.0,5978.481125208334,,,0.0
2010-09-07,24.0,5814.268242708334,,,0.0
2010-09-08,24.0,6191.9292679166665,,,0.0
2010-09-09,24.0,6333.543609375,,,0.0
2010-09-10,24.0,6246.358841458334,,,0.0
2010-09-11,24.0,5596.992481666667,,,0.0
2010-09-12,24.0,4225.001144166667,,,0.0
2010-09-13,24.0,4729.5646975,,,0.0
2010-09-14,24.0,4282.236389583333,,,0.0
2010-09-15,24.0,3746.4160995833327,,,0.0
2010-09-16,24.0,4136.0,,,0.0
2010-09-17,24.0,5363.0,,,0.0
2010-09-18,19.66667,3893.0,,,0.0
2010-09-19,24.0,4381.43492125,,,0.0
2010-09-20,24.0,4304.0,,,0.0
2010-09-21,24.0,4532.646110208333,,,0.0
2010-09-22,24.0,3931.8737177083335,,,0.0
2010-09-23,7.49166,3672.1362425,,,0.0
2010-09-24,0.0,,,,0.0
2010-09-25,0.0,0.0,,,0.0
2010-09-26,22.0,5498.1097143478255,,,0.0
2010-09-27,24.0,6805.173416875,,,0.0
2010-09-28,24.0,6847.4493254166655,,,0.0
2010-09-29,24.0,6935.5640102083335,,,0.0
2010-09-30,11.66667,4356.6295312,,,0.0
2010-10-01,24.0,4889.198557083333,,,0.0
2010-10-02,24.0,8493.487533333333,,,0.0
2010-10-03,24.0,8873.141677916665,,,0.0
2010-10-04,23.24999,7189.914100416667,,,0.0
2010-10-05,24.0,6269.685211666666,,,0.0
2010-10-06,24.0,7019.7828220833335,,,0.0
2010-10-07,24.0,6091.542671458334,,,0.0
2010-10-08,21.16667,4745.417229777778,,,0.0
2010-10-09,24.0,5968.5252154166665,,,0.0
2010-10-10,24.0,6234.369324166667,,,0.0
2010-10-11,24.0,6174.515595208333,,,0.0
2010-10-12,24.0,6385.85644625,,,0.0
2010-10-13,24.0,6493.762726666667,,,0.0
2010-10-14,24.0,6498.677459375,,,0.0
2010-10-15,24.0,6627.22975125,,,0.0
2010-10-16,24.0,6556.942535,,,0.0
2010-10-17,24.0,6486.257904166667,,,0.0
2010-10-18,16.66667,5946.235225714286,,,0.0
2010-10-19,24.0,6585.0,,,0.0
2010-10-20,24.0,6827.385398541665,,,0.0
2010-10-21,24.0,7308.417372916667,,,0.0
2010-10-22,24.0,7458.26496875,,,0.0
2010-10-23,24.0,7193.757111041667,,,0.0
2010-10-24,24.0,6612.301895,,,0.0
2010-10-25,24.0,6453.161080208332,,,0.0
2010-10-26,24.0,6264.495917916665,,,0.0
2010-10-27,24.0,6350.929092083334,,,0.0
2010-10-28,24.0,6337.441406041667,,,0.0
2010-10-29,24.0,6328.735183333333,,,0.0
2010-10-30,15.49166,4063.0,,,0.0
2010-10-31,0.0,,,,0.0
2010-11-01,0.0,,,,0.0
2010-11-02,23.675,6869.298091875,,,0.0
2010-11-03,24.0,7376.109421041667,,,0.0
2010-11-04,0.24167,11.0,,,0.0
2010-11-05,12.84167,3919.0,,,0.0
2010-11-06,24.0,7665.0,,,0.0
2010-11-07,24.0,7439.142013541666,,,0.0
2010-11-08,21.66667,6139.0,,,0.0
2010-11-09,24.0,6858.0,,,0.0
2010-11-10,24.0,6998.0,,,0.0
2010-11-11,24.0,6951.0,,,0.0
2010-11-12,24.0,3585.0,,,0.0
2010-11-13,24.0,3895.0,,,0.0
2010-11-14,24.0,4056.902953333333,,,0.0
2010-11-15,14.25,2427.0,,,0.0
2010-11-16,24.0,4058.0481566666663,,,0.0
2010-11-17,21.58333,3674.2230277777776,,,0.0
2010-11-18,24.0,3989.0,,,0.0
2010-11-19,24.0,3976.0,,,0.0
2010-11-20,24.0,4002.0,,,0.0
2010-11-21,24.0,3954.1827472916666,,,0.0
2010-11-22,22.58333,4497.0,,,0.0
2010-11-23,24.0,8034.965133333333,,,0.0
2010-11-24,24.0,8271.752685833333,,,0.0
2010-11-25,24.0,8388.338012916667,,,0.0
2010-11-26,24.0,8366.25885,,,0.0
2010-11-27,24.0,8293.75518875,,,0.0
2010-11-28,24.0,8179.778991458333,,,0.0
2010-11-29,24.0,8382.72299125,,,0.0
2010-11-30,24.0,7208.650688125,,,0.0
2010-12-01,24.0,6102.475791875,,,0.0
2010-12-02,24.0,6414.608306666667,,,0.0
2010-12-03,24.0,6549.254623125,,,0.0
2010-12-04,24.0,6597.093170416666,,,0.0
2010-12-05,24.0,6567.53598,,,0.0
2010-12-06,24.0,6564.914809375,,,0.0
2010-12-07,24.0,6587.702926875,,,0.0
2010-12-08,24.0,5797.567703125,,,0.0
2010-12-09,13.025,2985.0,,,0.0
2010-12-10,11.975,3075.0,,,0.0
2010-12-11,24.0,6575.204818125,,,0.0
2010-12-12,24.0,6630.967575625,,,0.0
2010-12-13,24.0,6662.11055,,,0.0
2010-12-14,24.0,6823.8500975,,,0.0
2010-12-15,24.0,6730.122238125,,,0.0
2010-12-16,24.0,6621.380736875,,,0.0
2010-12-17,24.0,6330.927421041667,,,0.0
2010-12-18,23.16667,6183.268203191489,,,0.0
2010-12-19,24.0,6168.158881458334,,,0.0
2010-12-20,24.0,6058.82341,,,0.0
2010-12-21,24.0,6286.0806579166665,,,0.0
2010-12-22,24.0,6219.055885416667,,,0.0
2010-12-23,24.0,6174.8190314583335,,,0.0
2010-12-24,24.0,6159.866309791666,,,0.0
2010-12-25,24.0,6179.768942916667,,,0.0
2010-12-26,24.0,6169.608451875,,,0.0
2010-12-27,24.0,6154.302276666665,,,0.0
2010-12-28,20.66667,5159.0,,,0.0
2010-12-29,24.0,3810.0,,,0.0
2010-12-30,24.0,6872.808090416665,,,0.0
2010-12-31,24.0,7214.848022916667,,,0.0
2011-01-01,24.0,6077.460380625,,,0.0
2011-01-02,24.0,6078.037781041667,,,0.0
2011-01-03,24.0,6287.559341458334,,,0.0
2011-01-04,24.0,6431.963180833332,,,0.0
2011-01-05,24.0,6253.2127375,,,0.0
2011-01-06,24.0,6063.013099583332,,,0.0
2011-01-07,24.0,6069.792205833332,,,0.0
2011-01-08,24.0,6027.591499375,,,0.0
2011-01-09,24.0,6106.921242291667,,,0.0
2011-01-10,20.08333,5306.5,,,0.0
2011-01-11,15.0,3382.0,,,0.0
2011-01-12,24.0,5905.0,,,0.0
2011-01-13,24.0,5702.97514125,,,0.0
2011-01-14,24.0,6377.162415,,,0.0
2011-01-15,24.0,6517.124069583333,,,0.0
2011-01-16,24.0,6402.914520416667,,,0.0
2011-01-17,24.0,6396.568725625,,,0.0
2011-01-18,24.0,6422.438736041667,,,0.0
2011-01-19,24.0,6424.332961875,,,0.0
2011-01-20,24.0,6391.59617625,,,0.0
2011-01-21,24.0,6383.811676041666,,,0.0
2011-01-22,24.0,6353.0312664583325,,,0.0
2011-01-23,24.0,6327.804900625,,,0.0
2011-01-24,24.0,6339.052932916667,,,0.0
2011-01-25,24.0,6379.267884375,,,0.0
2011-01-26,24.0,6412.068756666667,,,0.0
2011-01-27,24.0,6382.287261458333,,,0.0
2011-01-28,24.0,6350.319091666665,,,0.0
2011-01-29,24.0,6268.976195416667,,,0.0
2011-01-30,24.0,5623.920876041667,,,0.0
2011-01-31,24.0,5638.9452741666655,,,0.0
2011-02-01,23.275,6325.279492765957,,,0.0
2011-02-02,0.0,,,,0.0
2011-02-03,0.0,,,,0.0
2011-02-04,0.0,,,,0.0
2011-02-05,11.89167,2032.0,,,0.0
2011-02-06,21.33333,4058.681337272728,,,0.0
2011-02-07,24.0,4010.1747289583327,,,0.0
2011-02-08,24.0,4438.0,,,0.0
2011-02-09,12.33333,993.0,,,0.0
2011-02-10,24.0,4449.0,,,0.0
2011-02-11,24.0,4378.778975833333,,,0.0
2011-02-12,24.0,4472.5759125,,,0.0
2011-02-13,17.66666,3265.0,,,0.0
2011-02-14,7.10833,1340.0,,,0.0
2011-02-15,12.14166,3795.0606038461538,,,0.0
2011-02-16,24.0,5250.293846458333,,,0.0
2011-02-17,24.0,7720.296585833333,,,0.0
2011-02-18,24.0,7836.981445208333,,,0.0
2011-02-19,24.0,7893.257462083333,,,0.0
2011-02-20,23.0,7490.862993617023,,,0.0
2011-02-21,24.0,7883.394745,,,0.0
2011-02-22,24.0,7808.0090025,,,0.0
2011-02-23,24.0,7840.819564583333,,,0.0
2011-02-24,24.0,7500.758453333333,,,0.0
2011-02-25,24.0,6217.201827083333,,,0.0
2011-02-26,24.0,6118.892959583332,,,0.0
2011-02-27,24.0,6138.938584166665,,,0.0
2011-02-28,24.0,6132.421425,,,0.0
2011-03-01,24.0,6091.2093197916665,,,0.0
2011-03-02,24.0,6159.388971041667,,,0.0
2011-03-03,24.0,6074.67279125,,,0.0
2011-03-04,24.0,6216.35339375,,,0.0
